ソロリソロ,プルンプル,コツンコツ,ポロリポロ,ソワワク,カランカラ,チビリチビ,ドタバタ,コリペコ,エンカー,ハッキリ,ポツリポツ,グリモグ,チリンチリ
2,1,1,1,1,2,1,1,1,26,1,1,1,1
