クッキー,クリスゴ,ワンピー,カラクリ,ポージン,バリスタ,ワクチン,スーパラ,デンクル,エンジン,キングラ,クッキン,デコピン,リーンスラ,リンスラ,ジューシー,スラメタ,スラビー,スラカッ,スラグリ,プスピー,ムンクル,ワーバラ,ハッピー,ブースタ,スラブル,コンデン,シュークリ,ドーピン,スラスタ,ワーアップ,スラブラ,クッチャカ,スラジャン,バンブー,キングス,チンパン,コンブー,パックン,バンビー,コントロ,キンシッ,ズタボロ,ワイトボ,スーパー,チートク,ピンポイ,スラドー,ジャンボチ,ツルペタ
4,1,2,1,3,2,1,1,9,8,1,4,1,1,1,1,2,12,1,3,1,8,2,2,1,28,1,1,5,9,5,1,80,1,1,2,2,2,1,17,2,10,1,1,51,1,1,4,1,1
