カラクリ,ツンデレ,コテンパン,カーンカー,ジューシー,ポンコツ,アーボー,ワンパタ,ビシバシ,ワーアップ,タックル,クリアー,ハッキリ,コントロ,ポーカー,メチャクチャ,クスヒー,ピンポイ,ポイズン,キングリ
1,2,1,1,1,2,22,1,2,1,1,3,5,15,1,2,1,1,1,14
