カラクリ,ポンコツ,ブルスタ,バカスカ,アーボー,チンチクリ,タックル,ガチャガチ,プラカー,クリアー,プンテラ,ヒーリン,ハッキリ,デコボコ,ドングリ,キンシッ,ブラウン,ハッハー,ポイズン,ズングリ,ツルペタ
1,1,1,1,4,1,2,1,2,1,2,1,6,1,4,1,1,2,9,1,1
