クッキー,アービシ,ワンピー,カラクリ,ポージン,カップル,エンネト,マザコン,ドロエン,ドタドタッ,ツンデレ,コテンパン,エンハー,ポンコツ,デカブツ,ワーバラ,カーカッ,クリスタ,カッカー,ハッピー,キングタ,ガングラ,ガラクタ,クルスラ,カランカラ,ブリザー,ツンカツ,ワーアップ,ガチャガチ,ブラヒリ,デコボコ,コントロ,カンダク,エンゲロ,シャンパン,ハーハッ,スクリーン
2,6,1,5,2,1,1,2,5,1,1,1,83,1,1,3,4,2,1,1,1,19,8,8,4,1,1,1,1,4,1,2,60,7,1,1,1
