キューピッ,クッキー,ピンキリ,カラクリ,シオドシ,フラワー,スカウト,チンピラ,カラカッ,ポンコツ,カラブリ,スクワー,カランカラ,ワンポイ,ペンジン,オンボロ,デコボコ,ザブトン,コントロ,スラデカ,ポーカー,ワイザラ,チンバチ,カラクル,グスカー,ブーメラ
1,1,1,8,2,1,19,4,1,1,2,1,1,1,1,2,3,2,1,3,5,7,1,1,1,3
