ムズアップ,ビングダ,デコピン,ブスワー,ビクウネ,キングサ,ドーピン,ドタバタ,カチコチ,ボロカス,クンビク,カチャカチ,ブツクサ
2,1,1,1,1,3,1,1,1,1,1,1,1
