バンザー,ピンキリ,ワンピー,マルスラ,ワイガヤ,チンピラ,キンシャキ,デコピン,プスピー,パチクリ,リングタ,バキボキ,タッポタ,カランカラ,ドーピン,ホロウマ,ワーアップ,ジャンピン,ガチマジ,パンチン,ガンピー,ハッキリ,コントロ,ザワハー,グーパー,ハッハー,ハーハッ,グスカー,ピンポイ,ポイズン,ワーキャー
1,1,1,1,1,1,1,2,1,2,59,1,1,1,6,1,1,1,1,16,10,10,10,1,1,1,1,4,1,3,1
