ピンキリ,マルスラ,カップル,スカウト,キリパキ,ポリシー,チンピラ,ムズアップ,リンキン,プリガン,ツーカー,ガリチビ,ワンパタ,ガラクタ,リンドブ,アーカー,パープル,ジンリン,プラカー,ドタバタ,カタカッ,デコボコ,タラスク,コントロ,スカウン,ピーキー,ピンポイ,ポイズン,カチカス,バラクラ
5,2,1,8,1,1,3,1,4,20,1,1,1,4,34,8,3,158,1,3,1,1,306,15,1,1,2,2,1,1
