カリブル,クッキー,ピンキリ,ワンピー,カラクリ,ポージン,カップル,コンパク,チンピラ,デカブツ,クルガー,バカスカ,アーボー,キーパー,ガラクタ,ブルワン,ボンクラ,マジシャン,ガープラ,リンマジ,ブリザー,タックル,キーワー,ヒーリン,カタコト,ジャーキー,クダウン,トンズラ,ドサクサ,ハラペコ,ピンポイ,ジンクス,コソカサ
7,1,4,10,1,1,1,1,2,2,1,1,16,11,1,1,1,3,1,21,1,1,1,5,1,1,1,2,1,1,1,3,1
