ピンキリ,ワンピー,カップル,スカウト,ポリシー,クッキン,クスカリ,クーデレ,ジューシー,リーンゴーン,シーザー,コンプリ,ピッピー,ウロボロ,カップリ,カチャカチ,コントロ,ズタボロ,ジャーキー,スカウン,ドカウン,ブリトン,グスカー,ピードタ,パンツル
1,2,8,3,1,1,61,1,2,1,1,2,1,73,1,1,1,1,7,2,3,1,1,1,1
