ハッスル,カラクリ,スカウト,クサビシ,ポリシー,ツンデレ,ジューシー,カラコロ,ハッピー,ワンパタ,タッカー,マルグル,ドーピン,ワーアップ,キーワー,コンゴー,コントロ,ポーカー,ジャーキー,クラタッ,ジンクス
1,1,5,1,3,2,1,1,2,1,2,1,1,1,1,1,2,1,4,1,1
