ワンピー,バリスタ,スカウト,ハーピー,バリボリ,ゴーグル,デカブツ,ノタウロ,ワーバラ,バサリバサ,シースル,チカチッ,バシャバシ,バリカン,グスガー,ワーキャッ,ガチャガチ,ドタバタ,オンボロ,デコボコ,パシャパシ,ピンポイ,ジンクス
3,2,1,6,1,7,1,2,1,1,1,1,1,3,20,21,1,1,4,1,1,1,2
