クッキー,ハッスル,ワンピー,ワンブワ,ガタゴト,チッバチ,カップル,スカウト,チンピラ,ジャンキー,コテンパン,カーンカー,トンガリ,フーゾク,メタボリ,チャリグチャ,ムンクル,コツンコツ,ノタウロ,パチクリ,ワーバラ,ブルピー,ハッピー,ガサゴソ,ウロチョロ,カチンコチ,スラスタ,ワーアップ,バリアー,ガチャガチ,ドタバタ,グラウン,ハッキリ,パーパン,クンビク,デコボコ,コントロ,ポーカー,メチャクチャ,ブーンブー,カンポカ,スパイラ,グスカー,ピンポイ,クスジュー,ズシンズシ,バッタンバッタ
6,2,4,1,2,1,2,1,106,1,2,1,1,3,1,1,1,1,8,1,1,1,1,2,1,1,1,6,1,1,5,2,28,1,1,1,8,5,3,1,1,1,2,1,1,1,1
