クッキー,リンスレ,ツンデレ,パチクリ,ゴチャゴチ,コンプリ,ワーアップ,ピードー,バラバタ,ヒーリン,オンボロ,ジャングル,コントロ,パックリ,アーツー,スパイラ,ブーメラ
10,1,1,1,1,1,1,1,1,6,1,1,16,1,1,3,1
