チンピラ,ウンゲー,デコピン,デカブツ,デンベン,キングサ,ウジャウジ,コンプリ,クスポー,ドーピン,カーペッ,ツートン,ヒーリン,カッパー,コントロ,ウンメエ,メチャクチャ,ズタボロ,トンズラ,ブラウン,ポイズン
15,15,1,1,1,2,2,1,2,9,25,1,1,1,1,1,3,1,1,20,1
