カランコロン,クッキー,ワンピー,コテンパン,ピクシー,ガラクタ,カランカラ,バリアー,ハッキリ,ポツリポツ,ジャングル,コントロ,トンカチ,パックリ,ピンポイ,ズシンズシ
1,2,2,1,123,7,1,1,1,2,1,2,2,1,1,1
