カランコロン,クルパー,ワンピー,ハーゼー,プルンプル,クラスパ,キーボー,バリスタ,チンピラ,ガービー,ブルンブル,シュンバシ,リンキン,デカブツ,ワンパン,ハッピー,チンクラ,ワンパタ,クルトン,リンマジ,クンガク,ザーコン,ワーアップ,パッカリ,ドタバタ,リングス,ヒーリン,ハッキリ,オンボロ,グラゴロ,タップリ,コントロ,リングー,キンシッ,ツーピー,メチャクチャ,ズタボロ,マルベリ,リンシャー,ブラウン,ポイズン,トボアー,シャンバラ,ドスンドス,ジンクス
1,1,2,1,1,1,2,6,11,1,1,1,15,1,1,1,1,2,2,1,2,1,5,1,1,4,2,7,1,10,1,6,1,1,1,2,4,1,1,68,1,29,1,1,31
