エンペラ,カップル,バリスタ,チンピラ,ジャンキー,ボロウラ,デカブツ,リンガー,フラメリ,タッカー,シースル,ブリザー,ピッキン,リンチー,カチコチ,ドンピシ,イジスタ,ジリスク,コントロ,キンシッ,ブラウン,ハーハッ,トンタッ
63,2,2,3,1,2,2,1,8,1,30,6,1,1,1,1,1,1,4,1,3,1,1
