カップル,スカウト,アースク,タッカー,ビシバシ,タックル,ハッキリ,プンスカ,ポツリポツ,クラスク,チンタラ,トンカチ,ドサクサ,ブラウン
1,1,75,1,1,1,1,1,1,1,1,1,1,1
