カランコロン,ワンピー,カップル,ピカゴテ,ワンシー,バリスタ,ジャンキー,ツンデレ,キラゴテ,ジューシー,ポンコツ,カンカー,キンハー,バカスカ,アーボー,オイバカ,ガラクタ,クンドク,ボンキュッ,シュークリ,ワーアップ,タックル,ガチャガチ,グラウン,ジリスク,ブンカッ,ヌメネチ,ポーカー,スーパー,ハッハー,ガクブル,ヒョロガリ
2,1,1,1,1,1,1,1,1,2,1,1,1,1,10,1,1,1,2,10,1,2,1,1,1,1,1,2,1,1,1,1
