ワンピー,ツンデレ,リンキン,ザービー,リンガー,スタリン,アーボー,カランカラ,ビシバシ,ドロシー,グラウン,カチャカチ,ドングリ,キンシッ,リンシャー
1,1,18,1,11,2,8,1,1,10,1,1,1,1,11
