クッキー,ワンピー,チンピラ,コンクリ,ビーカー,プスピー,ゴチャゴチ,バリカン,ブービー,クサカリ,ハッキリ,カチャカチ,ヒーカッ,メチャクチャ,シャンパン,メチャウマ
2,2,3,2,2,1,1,1,1,9,4,1,1,1,1,2
