クッキー,ソロリコン,ワンピー,デコピン,ジューシー,クースク,ポンコツ,ワーバラ,タッカー,デカワン,ウロチョロ,ワンツー,ボンクラ,ポコスカ,ワーアップ,バリアー,パックタ,ドシンドシ,ジャングル,コントロ,シャンプー,ギャースカ,スーパー,ピンポイ,ポイズン,バタフラ,ヨロシク,スゴブリ
3,1,1,3,1,2,1,1,3,1,1,1,2,1,2,1,1,1,4,8,3,2,1,2,2,14,2,5
