クッキー,ピンキリ,スカウト,ブラボー,ジューシー,シーフニャ,キングサ,アーボー,ビードー,ウロチョロ,ドタックル,モリツン,ブリザー,ワーアップ,バカハー,ハッキリ,ポイズン,ブーメラ,ガクブル
2,1,3,4,1,2,1,11,1,1,2,1,1,1,1,1,5,1,1
