ゆらゆら,ひらひら,じわじわ
['\u3000透明の玻璃の切子細工、ゆらゆら揺れる水がある。\n'],['\u3000ひらりひらひら。\n'],['\u3000踏みながら歩く。じわじわと後ろからの圧を感じて。\n']
