カタカタ,トントン,グルグル,ポツポツ,モジモジ
['漢字ひらがなカタカタなで創り出す物語'],['所で午前は2時  アクセス数はトントンだ'],"['グルグル書け！ グルグル書けよ！', 'グルグル書け！ グルグル書けよ！']","['ポツポツとつく ブックマーク', 'ポツポツとつく  評価', 'ポツポツとつく  アクセス']",['モジモジしないで話してみな ']
