こんくり,ふらさわ,はっきり,びーぶる,くっきり,げたこと,せかけた,まるごと,すること,かったら,からのそ,かたくり,かってく,ぴちゃぽち,しながら
1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
