フラフラ,キラキラ
['２歳\u3000娘はフラフラ走って「ママ……」と言った。だからママは添い寝をした。'],['５歳\u3000「駄菓子がいい」と言った。私は袋にいっぱいそれを詰めてあげた。朝、娘の目はキラキラしていた。']
