モヤモヤ,ドキドキ,カラカラ,イライラ
['｜模夜《もや》はここ数日、仕事のことでモヤモヤした気持ちを拭えないでいた。今日はそこにイライラも加わり最悪だった。もう残業なんてやってられない。逃げるように職場をあとにした。さあどこへ行こう。家にはまっすぐ帰りたくない。とりあえず最寄り駅に向かった。誰かに愚痴りたい。模夜は友人のゴリラの｜亜夢《あむ》にメッセージを送った。亜夢からすぐさま返信が来た。「桃パフェ食べよう」\n'],['ドキドキの落差が激しすぎて\n'],['カラカラと北風が憂いをすくい 路頭に隠した\n'],['｜模夜《もや》はここ数日、仕事のことでモヤモヤした気持ちを拭えないでいた。今日はそこにイライラも加わり最悪だった。もう残業なんてやってられない。逃げるように職場をあとにした。さあどこへ行こう。家にはまっすぐ帰りたくない。とりあえず最寄り駅に向かった。誰かに愚痴りたい。模夜は友人のゴリラの｜亜夢《あむ》にメッセージを送った。亜夢からすぐさま返信が来た。「桃パフェ食べよう」\n']
