かたかた,とんとん,もじもじ,ぽつぽつ,ぐるぐる
['漢字ひらがなかたかたなで創り出す物語'],['所で午前は2時  あくせす数はとんとんだ'],['もじもじしないで話してみな '],"['ぽつぽつとつく ぶっくまーく', 'ぽつぽつとつく  評価', 'ぽつぽつとつく  あくせす']","['ぐるぐる書け！ ぐるぐる書けよ！', 'ぐるぐる書け！ ぐるぐる書けよ！']"
