からこそ,しっかり
['\u3000知らないからこそしっかりと知って欲しい。世界には今も哀しみが満ちている。その子達の命は同じなんだと。'],['\u3000知らないからこそしっかりと知って欲しい。世界には今も哀しみが満ちている。その子達の命は同じなんだと。']
