ごつごつ,ちらちら,ゆらゆら,ばらばら,ぱちぱち,ぽかぽか,すれすれ,じりじり,どきどき,きらきら,ぽんぽん,にこにこ,どんどん,ぎりぎり,ぽたぽた,ぐるぐる,とげとげ
['ごつごつで\n'],"['ちらちらと\n', 'ちらちらと\n']","['ゆらゆらとたちのぼる\n', 'ゆらゆらとゆげがそらのぼってゆく\n']","['ばらばらになるのがこわいから\n', '［＃中見出し］いばらばら［＃中見出し終わり］\n', 'いばらばら\n']",['ぱちぱちとおとのする\n'],['ぽかぽかとあかるく\n'],['じめんすれすれをとぶの\n'],['じりじりしちゃう\n'],"['なにをしてもどきどきしなくなってて\n', 'どきどきばれちゃうかな\n']","['きらきらでやらかいひかり\n', 'きらきらと\n', 'きらきらと\n', 'きらきらのあとはまっさらになって\n']",['そしたらきみのかたをね\u3000ぽんぽんしてあげるんだ\n'],['にこにこなみらいをゆめみてますし\n'],"['どんどんみちがとおくにとおくに\n', 'わたしはどんどんたかく\n', 'どんどんちかづくじめん\n']",['そのぎりぎりまでとんで\n'],['うえからぽたぽたしずくでぬれるくつ\n'],"['ぐるぐるぐるぐるまぜてまぜて\n', 'ぐるぐるぐるぐるまぜてまぜて\n']",['とげとげあるんだった\n']
