つんつん,ぱたぱた,ぽこぽこ,げらげら,くすくす
['つんつんとつつくだけになった'],['ぱたぱたと走るようになって'],['ぽこぽこと叩いてきた君は'],['げらげらと笑ってた君は'],['くすくすと笑うようになって']
