パタパタ,ツンツン,ポコポコ,ゲラゲラ,クスクス
['パタパタと走るようになって'],['ツンツンとつつくだけになった'],['ポコポコと叩いてきた君は'],['ゲラゲラと笑ってた君は'],['クスクスと笑うようになって']
