コンクリ,フンコロ,ピクシー,クスクラ,ジューシー,ザービー,キーパー,ウロボロ,ワースラ,コントロ,ムンガン,バタフラ,ザーグー
1,5,3,1,1,1,1,1,1,2,1,1,1
