するから,しっかり,よろしく
['その代わり違う場所でちゃんと「看護」するからね。'],['担当患者さんの元へ戻る\u3000「精神看護」をしっかりやり遂げよう'],['『☆☆大学看護学部看護学科３年\u3000菜須よつ葉です。よろしくお願いします』']
