ワンピー,フラワー,プリザー,チンピラ,デコピン,ガランガラ,サバゲー,ピチャピチ,ガリチビ,スパツン,ガラクタ,ブラジャー,タックル,チビガリ,スーツケ,ペットボ,カラコン,スーパー,メラクル
1,3,2,1,1,2,1,1,16,1,1,3,3,1,3,1,1,4,3
