さくさくごくごく,こりこりぼりぼり,ぱりぱりさくさく,ぱさぱさごわごわ,ふわふわくねくね,ぽりぽりかりかり,ぷるぷるいらいら,かりかりこりこり
1,1,1,1,1,2,1,1
