カップル,コンクリ,エンジン,ピーカー,ゴーグル,パチクリ,ゴチャゴチ,テクノロ,ピンポー,ピンコン,ハッキリ,デコボコ,ブリワン,パシャパシ,ブラウン
1,6,12,5,4,2,1,1,1,1,1,1,1,2,1
