そろそろ,ひゅんひゅん,おどおど,びりびり,ぬけぬけ,ぼんぼん,じりじり,ぶつぶつ,すぱすぱ,よたよた
"['そろそろ彼女のたーんです\n', '「そろそろ、限界、ね」\n', '「あたしも、そろそろ靴のひーるが限界ね」\n', '「まあ、いいわ。それでもね、そろそろ剣を換えたいのは本当よ。このなまくら剣、いつ折れてもおかしくないもの」\n']",['豪華な作りの鞘から剣を抜き、ひゅんひゅん、と軽く振り回す。やはり軽い。ばらんすも良くない。\n'],['裏返った声と、おどおどと逸らされた視線にあれさんどらは己の心が冷えていくのを感じた。\n'],['自棄になったのか、ろんぐすかーとの脇をびりびりと破き、機動性を確保したそふぃーがあれさんどらに大きく吠えた。\n'],['いっそぬけぬけと言い放つ女狐にあれさんどらは激昂した。\n'],['どれだけ暴れ、噛みつき、爪を立てたところで、しょせんはぼんぼん育ちの学生の力である。\n'],['じりじりと打つ手なく死者に飲み込まれるなど、ごめん被る。\n'],['ぶつぶつと独り言を呟いていたのを隙と見たのか、よたよたと近づいてくる死者が、つと、剣先を向けられ、びくり、と立ち止まった。\n'],['「それより、おかしいのはあんたよ！なんで侯爵令嬢のくせに、そんな西洋ねぎ≪りーき≫でも刻むみたいに、人をすぱすぱ切り倒せるのよ！」\n'],['ぶつぶつと独り言を呟いていたのを隙と見たのか、よたよたと近づいてくる死者が、つと、剣先を向けられ、びくり、と立ち止まった。\n']
