ボーブリ,ワームク,コンクリ,ハーピー,エンジン,ピーカー,ウジャウジ,クスフン,ドーピン,スパコン,リンスタ,パーピー,プリンクラ,クリアー,ハッキリ,フラフー,コントロ,ハッキン,メチャクチャ,ペットボ,パックリ,コンピュー,スーパー
1,2,1,19,13,1,1,1,3,1,4,1,4,1,3,2,1,1,1,2,2,1,3
