ぴりぴり,ぼろぼろ,どきどき,がりがり
['\u3000それに、じぇらるど様がやきもちを焼いているのか、ほんの少しぴりぴりしているのを感じたので、じぇらるど様を宥めるのを優先したい。\n'],"['\u3000身も心もぼろぼろになっていたりりーは、私にすら怯えるようになり、衰弱しきって死んでしまうのではないかと思った。\n', '\u3000涙がぼろぼろと零れて、頬を伝う。\n']",['\u3000どきどきとし過ぎて胸が苦しくて、明日にはじぇらるど様が帰ってしまうという悲しみも相まって、瞳が潤んだ。\n'],['\u3000王都にいた頃はがりがりに痩せていたので、胸はあまり目立たなかったけれど、結婚後、こるせっとをしない健康的な生活のおかげか、胸元は女性らしくかなり豊かになった。\n']
