こんがつ,いらしく,えんじん,ちんぱん,すくがつ,ばんぱー,のろびー,きーぼー,ばんかー,じめする,がらすか,けたふら,ぶーびー,ちんぴら,りんぐさ,もそうだ,うとしな,くつもり,しなかっ,からかーん,めきしこ,うとする,がらばり,ひたすら,ごそうと,いそうだ,はっきり,かったら,ごーぐる,きしめた,こんくり,ぶつけら,きしめら,しながら,すること,こんぴゅー,がらかー,めそうだ,からばり,よろつか,けたかさ,たらしく,てくのろ,ことさら,がつくだ,かーどか,かーびん,するちゅー,よればか,ちまけら,ひそめた,しっかり,ごちゃごち
1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,5,2,2,12,1,1,1,1,7,1,1,4,3,1,1,8,13,1,1,1,2,1,1,1,1,1,1,1,12,1,1,1,1,7,1
