ガタガタ,ツルツル,ミシミシ,ケラケラ,パラパラ,フニャフニャ,メキメキ,ガクガク,ワクワク
['\u3000切り口は無残とも言えるほど、ガタガタになっている。\n'],['\u3000それはほぼ完全な球体で、黒く、わずかに金属光沢を放っていた。陸上で使う砲丸を、もっと黒く、ツルツルにしたような印象だ。\n'],"['\u3000ミシミシッという金属のきしむ音とともに、圧力容器全体が、大きく斜めに傾いた。\n', '\u3000次にまたミシミシという音と共にそれは傾き始めた。ルシファーが反対側の鋼鉄壁面に達したのだ。\n']",['\u3000後ろで真優がケラケラと大笑いしていた。\n'],['\u3000パラパラと、記者席から拍手が起きた。\n'],['\u3000が、ルシファーふうせんは色が濃く、また、フニャフニャなのでうまく書けない。\n'],['\u3000メキメキと嫌な音が鳴った後、誰かが\n'],['\u3000だが、このままここにいるのは危険だ。彼はそう思って、立ち上がろうとするが、膝がガクガクと震えた。\n'],"['「ちょっとワクワクするね……」\n', '\u3000亮太と真優は、他の住民と共に、正直なところワクワクしながら、どうなるかを撮影、観察していた。\n']"
