ことから,わなかっ,びしばし,くるから,えんじん,すくめた,ちらへら,つけてく,するから,つんざく,きーぼー,つけたら,けたとこ,でこちら,けらかん,もそうだ,わんこっ,うようだ,くつもり,しなかっ,がたかっ,ぶつけた,うとはっ,うとする,がーぼた,かってく,ちまうだ,もそうは,にこちら,えんげー,びくしな,はっきり,かったら,ぶんこっ,ちらにや,からする,うところ,しとばか,よろしく,するなよ,しながら,すること,はっちか,くりとこ,がーから,めそうだ,こんとろ,ぴーかー,ちらもく,おんする,のためら,からきー,ぴんとこ,おろぎー,ざーがん,ぶつかっ,くりする,りんくさ,がらわー,すぱいじ,ねとすぱ,かりのそ,からのた,しっかり,ことくら
2,1,2,1,4,1,1,3,4,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,11,3,2,1,2,1,1,6,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,5,1
