ワンピー,リンピッ,コンクリ,エンジン,ピーカー,クルガー,カップラ,ウンドボ,クッキリ,リンスタ,カーペッ,ワンパー,ドタバタ,グラウン,ドンピシ,カンパン,ポツリポツ,モジャモジ,シャンプー,ペットボ,ドタッドタ,ワイトボ,スーパー
5,1,2,4,1,1,2,1,1,2,1,1,1,6,1,1,1,1,1,5,2,2,18
