するかっ,わなかっ,くださら,いらしく,うろから,くるから,からずし,からばた,がみてく,ちらこそ,じろぎし,ころから,つけてく,こそすれ,するから,からんから,がらこん,かんぱー,おどけた,とこのお,からこん,もそちら,うろしな,ぱしゃぱし,たらどん,がたちま,すらぽか,するおず,くんがや,くっつけ,するとこ,めたばか,うとしな,かりこん,からんばか,くつもり,からくり,せかけた,しなかっ,ぶつけた,うとする,しっくり,かってく,ぶらする,にこちら,たらしと,ひたすら,めちゃくちゃ,ひらくよ,うかそろ,うろする,からこそ,ぱりばた,たっぷり,からもそ,いそうだ,はっきり,かったら,きしめた,からする,ちまうん,にこしな,からすー,めたとこ,はっはー,ぱりぴん,きこもり,よろしく,ぶつけら,つけねば,からわい,ごとばか,ちんから,げたかっ,しながら,にたじろ,ちまうよ,すること,うとおず,でかぶり,どさくさ,からすれ,ぶんはっ,がらくり,ちらりとく,つけこん,でぶつか,けたから,たらしく,しげにこ,うだから,ぶつかっ,すいすー,くりする,けたおず,からちー,そろぱん,わなくちゃ,ぶつかり,しなくちゃ,とこから,けたかっ,けたこと,ちらから,わんばか,かんてら,びしょびし,しっかり
1,6,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,3,1,1,2,2,1,3,1,5,1,2,1,1,1,3,1,1,1,1,3,1,3,1,1,4,2,5,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,12,1,2,7,1,1,1,2,1,1,1,1,1,2,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3
