カップル,コンパク,コンクリ,エンジン,クッキン,チンワー,リングス,シーズン,キシブル,ヒーカッ,クラウン,ワイドシ,ペットボ,グスクー,スーパー,トロピン
1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,1
