ガタガタ,バラバラ,ブルブル,トントン,ガチガチ,ギリギリ
['\u3000その瞬間女は肩を縮込ませて両手で耳を塞いだ。かと思えばまるで極寒に耐えるかのように全身をガタガタと震わせ始める。\n'],['「と、言うのが概要ですかね。他にも細かい記述があるにはあるのですが、地域や世代によって記されている事がてんでバラバラなんで参考にはならないかと」\n'],['\u3000男が未だブルブルと震えて俯いている、撮影役だったという彼女の名を呼んだ。\n'],['\u3000珠緖は踵でトントンと車の天井を踏むと、よく通る声で水沼に指示を送る。\n'],['\u3000奥歯をガチガチと鳴らしながら、未だかつて信じた事の無い神に救済を縋った。\n'],['「うむ、所謂世間で言われる、魔法を使う少女という事だ。まだ十代なのでギリギリ少女で問題無いだろう」\n']
