クッキー,ワンピー,カップル,カーンカー,チョコクリ,バシャバシ,スイベン,シュークリ,ブリザー,ワイトク,シーズン,プチシュー,ポーカー,クラウン,クドチー,シーアー,ブラウン,ジンクス
22,1,2,1,1,1,1,1,1,2,1,1,1,2,5,1,1,2
