パシャパシ,カランカラ,カンテラ
"['パシャパシャという水音と女のキャアキャアとはしゃぐ声が暗い静かな森に響く。\n', '嗚咽でマリーの肩が震え、湯がパシャパシャと跳ねた。\n']",['カランカラン。\n'],['追い立てられるように建物の外に出ると、外はもう真っ暗だった。カンテラを持った宰相に衛兵が脇を固めるように従い暗い道を進んで行く。\n']
