クッキー,ハッスル,ワンピー,ガタゴト,カップル,スカウト,マザコン,ヨロフラ,カンベン,ハーピー,デコピン,コチョコチ,リンアー,コックリ,ムラモヤ,パチクリ,タラテク,ハッピー,ビードー,メキバリ,ウロチョロ,ピョンピョコ,カリアー,ウジャウジ,ボンクラ,ブラジャー,クンガク,バカデカ,バキメキ,タックル,ピクンピク,ガランゴロ,チンパチ,ハッキリ,ブラグラ,パッチリ,ジリスク,カチャカチ,グルビー,コントロ,パシャパシ,フラウン,キンシッ,メチャクチャ,ブツクサ,フラヨタ,リンシャー,スーパー,ヨロシク,ボサスラ
6,1,2,1,2,2,1,1,3,4,8,2,1,3,6,1,109,3,18,1,1,1,5,3,3,19,1,1,1,1,2,1,1,5,1,2,1,4,26,62,1,1,1,1,1,1,1,1,4,56
