ごそごそぼそぼそ,ひそひそごそごそ,いちゃいちゃべたべた,にこにこでれでれ,つやつやふわふわ,きらきらぴかぴか,わくわくてかてか,つるつるぴかぴか,わいわいがやがや,ごろごろだらだら
1,1,1,1,1,3,1,1,2,1
