カーボー,クッキー,ボッサボサ,ワンピー,キーボー,カップル,ワクチン,ボーガン,エンジン,ピーカー,ジャンパー,リンスタ,タックル,カンパン,コントロ,シャンプー,ヒーカッ,ワイドシ,ペットボ,ブラウン,スーパー,ピンポイ,スクリーン
9,1,1,2,1,2,3,16,21,5,3,3,4,1,1,1,1,1,8,3,34,1,1
