クッキー,クスピン,スカウト,チンピラ,ポンコツ,トロベリ,バカスカ,ハッピー,ハーパー,ブリザー,カーペッ,バカデカ,ドンピシ,キーワー,ペップチ,ハッキリ,シーズン,キンシッ,ポーカー,アーバン,ブラウン,ピンポイ,カッチリ
3,1,3,9,1,3,1,1,22,1,1,2,1,6,2,21,2,1,2,273,20,9,1
