わなかっ,するぱた,するぷら,すくめた,おいたど,じろぎし,うんすか,つるぎー,ぽーずし,するから,ぶかけた,ことのた,げたじゅー,ことすら,わーから,がりすく,もりすく,からまじ,ふさがり,からこん,きーぼー,るんすか,ばらくす,てかわい,がらすか,からさら,するとこ,まるでこ,くらする,もそうだ,うとしな,もそこそ,いじめら,くつもり,からくり,しなかっ,にこびり,ぶんこん,いちゃうよ,ぱーかー,きしてく,いじけた,しとけば,うとする,すべきこ,しっくり,かすこと,かってく,たったら,うかくら,がつけば,ちゃらけた,からこそ,ぶーじゃん,はきちん,いそうだ,はっきり,まること,するくら,かったら,ごーぐる,こんくり,からする,ことじゃん,くるとこ,うところ,ぺっとぼ,とこちら,うとふら,きこもり,がちかち,しなとこ,いそうと,ぐるまざ,よろしく,ことする,かっこつ,かったっ,からぼろ,しながら,すること,つんでれ,からすれ,めたこと,ぼそりとこ,ぐらかさ,うんちく,うだから,ぴんぽー,たらこん,こんなみ,くりする,うんどす,こんから,するめり,けたいら,ぱちくり,ひそめた,けたかっ,けたこと,ばらくね,わんばか,つらしく,ことにこ,しっかり,ことくら,からころ
8,1,1,1,1,1,1,1,1,3,1,1,1,4,2,1,1,1,2,2,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,5,1,2,1,1,2,2,4,1,1,1,1,2,1,1,1,1,22,1,1,1,1,3,2,1,1,1,15,20,2,8,1,1,1,3,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,3,1
