ワンピー,ボリクッ,ジャーシー,キーボー,バンパー,コンパク,スカウト,ワクチン,コッキン,ピックス,ツンデレ,コンクリ,グダグタ,エンジン,ピーカー,クーデレ,ワイドボ,ブンスイ,タッカー,カリプス,キーパー,マジシャン,ジンポー,ジンキャッ,ポンドク,プリンクラ,グラウン,ポリカー,キンキュー,チンタラ,クサデブ,ジャングル,コントロ,シャンプー,キンシッ,ポーカー,ペットボ,スカウン,ワイトボ,パラベラ,スーパー,クッテク,ヨロシク
13,1,1,1,1,1,2,1,2,1,1,16,1,2,2,1,1,1,6,2,1,1,4,1,1,1,2,2,1,1,2,2,1,3,1,2,14,1,2,1,50,1,1
