わなかっ,するばか,しなこと,ころから,つけてく,からぽた,するから,ことすら,がたべた,つんざく,からこん,つけたら,からかち,よろめき,かっつー,にたくさ,するとこ,たらどー,ことがち,もそうだ,うとしな,うようだ,くんから,しなかっ,がたかっ,べたから,わんぴー,かっぴら,そろしく,たらこっ,うとする,げたこと,ぎょろつか,たったら,たぷりん,くっきり,からどん,にこちら,ひたすら,とくにこ,ぶらうん,からじわ,ふらつか,ちょこかす,からこそ,じめすい,はきちん,がーでん,ぼそうと,むらから,はっきり,てかぶり,がぶつけ,まること,かったら,きしめた,きりする,ちょこちょい,からする,たってか,うところ,ずきする,よろしく,くっきー,かったっ,するなよ,からぼろ,きしめら,しながら,たらばら,さらにこ,すること,むしゃくしゃ,ぶらりん,しとしな,みしがり,たらしく,ばしたら,うだから,びくする,くさがら,ことばか,どきちん,おいしく,しくもそ,しなくちゃ,てかけら,けたこと,ちらから,ことしな,わんばか,からかっ,すればき,しっかり,ごちゃごち,うとすれ
8,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,7,1,1,7,1,1,1,4,1,1,1,1,1,1,1,2,1,1,2,1,2,3,1,1,2,1,1,4,1,1,1,6,1,1,1,1,1,2,1,3,4,2,1,1,1,10,1,1,9,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,2,1,1,2,1,1
