ジリジリ,ボンボン,ビリビリ,スパスパ,オドオド
['ジリジリと打つ手なく死者に飲み込まれるなど、ごめん被る。\n'],['どれだけ暴れ、噛みつき、爪を立てたところで、しょせんはボンボン育ちの学生の力である。\n'],['自棄になったのか、ロングスカートの脇をビリビリと破き、機動性を確保したソフィーがアレサンドラに大きく吠えた。\n'],['「それより、おかしいのはあんたよ！なんで侯爵令嬢のくせに、そんな西洋ネギ≪リーキ≫でも刻むみたいに、人をスパスパ切り倒せるのよ！」\n'],['裏返った声と、オドオドと逸らされた視線にアレサンドラは己の心が冷えていくのを感じた。\n']
