ことから,わなかっ,くるから,はたぶん,くること,からばた,しなこと,ぐらうん,わいとぼ,からこん,くすきゅー,にたくさ,ごしくだ,するとこ,くりとぼ,もそうだ,うとしな,くんから,くつもり,しなかっ,べたから,くんのお,さばげー,すーぱー,うとする,きーわー,かってく,ひやする,もそうは,にやたら,おどしな,からこそ,たっぷり,はっきり,うところ,うろちょろ,かっこつ,くっきー,しながら,すること,かたぶー,からすれ,ぶつかっ,すらしく,ぴんぽい,くるまる,がたくさ,ちらへと,はたくさ,まるとこ,しなくちゃ,けたかっ,からすご,しっかり,うとすれ
3,4,1,1,1,1,1,10,12,1,1,3,1,1,1,2,1,4,1,2,1,2,1,9,11,1,3,1,1,1,1,11,1,4,1,1,1,1,2,10,1,2,2,1,1,1,3,1,2,1,1,1,1,1,1
