モヤモヤ,コンコン,ドキドキ,ニコニコ,ヘラヘラ,ゴワゴワ,サラサラ,ギリギリ,ドスンドスン,ヒソヒソ,パンパン,ニヤニヤ,バサバサ,ソワソワ,オドオド
['「アカリさんの様子がおかしかったから、心配してて……。いきなりおうちに行くのは、失礼かなって思ったんですけど……、でも、よかったです。今日のこと知らないままだったら、わたし、ずっとモヤモヤしてたと思います」\n'],['\u3000玄関ドアをコンコンとノックして間もなく、室内から静かな足音。\n'],['\u3000あのドキドキは、もう二度と味わえない。\n'],"['\u3000タナベさんが先頭に立って、ニコニコと笑っている。\n', '\u3000タナベさんはそんな彼女たちをいさめることもせず、ただニコニコとしている。\n']",['\u3000ササキさんはしばらくポカンとしたあと、馬鹿みたいにヘラヘラと笑い始めた。\n'],['\u3000もともとゴワゴワなわたしの髪は、多少痛んでもあまり変わらない気がする。\n'],['\u3000きっと、綺麗でサラサラだったんだろうな。\n'],['「賞味期限ギリギリだから、変な味したらペッしなさいね～」\n'],['\u3000我を失ったシューちゃんがドスンドスンと飛びはね、いつもお姉ちゃん然としているツッコも、うれしさの余りなんとも形容しがたいダンスをし始める。\n'],['\u3000廊下からリビングを覗くと、今度は寄り添って、ヒソヒソ声で相談していた。\n'],['\u3000リュックにパンパンに詰めて、両手にもどっさりとぶら下げて。\n'],['\u3000ニヤニヤと笑いながら、汚らわしいことをしていた。\n'],['\u3000少し痛んでいて、毛先はバサバサになってしまっていた。\n'],['\u3000ツッコと並んで、ソワソワと落ち着かない様子で、足踏みしてる。\n'],['\u3000慣れない悪態は、いつもオドオドしているユイちゃんが見せた、初めての激情だった。\n']
