クッキー,ワンピー,カップル,グータラ,パチクリ,ゴチャゴチ,ハッピー,テクノロ,ハッキリ,プンスカ,コントロ,ゴードン,ポーカー
32,2,1,1,1,1,2,3,2,1,33,699,2
