ことから,つんざく,ばらくす,でこちら,こっちか,かってく,くんどく,にこちら,はっきり,からもお,うところ,とこちら,しながら,すること,こっちま,でかぴか
1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1
